https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USD
1666854000,2022-10-27 07:00:00,BNB/USD,291.45,291.4668,291.45,291.4668,5.378691,1567.7098539587998
1666846800,2022-10-27 05:00:00,BNB/USD,291.4657,292.3634,291.4657,292.3252,0.387,113.1298524
1666836000,2022-10-27 02:00:00,BNB/USD,289.6664,289.7404,289.6664,289.7404,0.1492,43.22926768000001
1666832400,2022-10-27 01:00:00,BNB/USD,290.8344,290.8344,290.8344,290.8344,0.112263,32.6499422472
1666828800,2022-10-27 00:00:00,BNB/USD,289.8576,289.8576,289.8576,289.8576,0.1869,54.17438544
1666821600,2022-10-26 22:00:00,BNB/USD,291.0129,291.0129,291.0129,291.0129,0.437225,127.2381152025
1666818000,2022-10-26 21:00:00,BNB/USD,289.0669,290.2889,288.6189,290.2889,1.901926,552.1080064214
1666814400,2022-10-26 20:00:00,BNB/USD,290.9987,290.9987,290.9987,290.9987,0.128454,37.3799470098
1666810800,2022-10-26 19:00:00,BNB/USD,289.699,289.699,288.6594,288.6594,0.097473,28.136497696200003
1666800000,2022-10-26 16:00:00,BNB/USD,290.3535,291.1364,289.699,289.699,4.028658,1167.098193942
1666796400,2022-10-26 15:00:00,BNB/USD,289.5181,290.1001,289.5181,290.1001,1.03,298.803103
1666792800,2022-10-26 14:00:00,BNB/USD,288.6159,299.9989,288.6159,299.9989,39.907801,11972.2964014189
1666789200,2022-10-26 13:00:00,BNB/USD,285.7337,288.3183,285.7337,288.3183,0.280026,80.73662027580001
1666785600,2022-10-26 12:00:00,BNB/USD,288.0013,288.0013,287.3424,287.3424,0.224024,64.3715938176
1666782000,2022-10-26 11:00:00,BNB/USD,287.753,287.753,287.6723,287.6723,0.834532,240.07173986360002
1666778400,2022-10-26 10:00:00,BNB/USD,289.0938,289.1357,289.0938,289.1357,0.093817,27.125843966899996
1666774800,2022-10-26 09:00:00,BNB/USD,289.0936,289.0938,288.8675,289.0938,1.837058,531.0820780404
1666771200,2022-10-26 08:00:00,BNB/USD,283.572,289.0938,283.572,289.0938,0.849998,245.7291518124
1666767600,2022-10-26 07:00:00,BNB/USD,284.638,284.638,284.638,284.638,4.757956,1354.295079928
1666764000,2022-10-26 06:00:00,BNB/USD,285.422,285.422,285.422,285.422,0.032279,9.213136738000001
1666756800,2022-10-26 04:00:00,BNB/USD,280.0001,280.0001,280.0001,280.0001,0.15,42.000015
1666753200,2022-10-26 03:00:00,BNB/USD,285.4393,285.4393,285.323,285.323,0.620302,176.986427546
1666749600,2022-10-26 02:00:00,BNB/USD,285.7201,285.7201,285.7201,285.7201,0.520559,148.7341695359
1666742400,2022-10-26 00:00:00,BNB/USD,284.59,284.59,284.59,284.59,0.522683,148.75035497
1666738800,2022-10-25 23:00:00,BNB/USD,283.021,283.021,280.0001,280.0001,0.2,56.00002
1666731600,2022-10-25 21:00:00,BNB/USD,286.7531,286.7531,284.5954,284.896,18.028802,5136.333574592
1666728000,2022-10-25 20:00:00,BNB/USD,278.2948,294.0454,278.2948,294.0454,3.350859,985.3046749985998
1666724400,2022-10-25 19:00:00,BNB/USD,288.743,288.743,288.743,288.743,0.979701,282.881805843
1666720800,2022-10-25 18:00:00,BNB/USD,287.1541,287.9747,287.1541,287.9747,1.187544,341.9826271368
1666717200,2022-10-25 17:00:00,BNB/USD,284.7636,287.0,284.7636,287.0,6.985351,2004.795737
1666713600,2022-10-25 16:00:00,BNB/USD,283.0,283.0,283.0,283.0,0.199222,56.379826
1666710000,2022-10-25 15:00:00,BNB/USD,279.9995,280.0,279.7284,280.0,1.442915,404.01619999999997
1666706400,2022-10-25 14:00:00,BNB/USD,272.555,272.555,272.555,272.555,0.016185,4.411302675000001
1666699200,2022-10-25 12:00:00,BNB/USD,269.8738,269.8738,269.8738,269.8738,0.045,12.144321
1666692000,2022-10-25 10:00:00,BNB/USD,272.555,272.555,272.555,272.555,0.045041,12.276149755
1666688400,2022-10-25 09:00:00,BNB/USD,265.8184,278.5814,263.0001,263.0001,2.125618,559.0377465617998
1666677600,2022-10-25 06:00:00,BNB/USD,274.3768,274.3768,270.5317,274.0117,3.761298,1030.6396591866
1666659600,2022-10-25 01:00:00,BNB/USD,265.0001,273.6602,265.0001,273.6602,0.401461,109.86389755219999
1666648800,2022-10-24 22:00:00,BNB/USD,272.4225,272.4225,272.4225,272.4225,0.179208,48.82029138000001
1666645200,2022-10-24 21:00:00,BNB/USD,274.3157,274.3157,272.722,272.722,0.29494,80.43662667999999
1666627200,2022-10-24 16:00:00,BNB/USD,273.5137,273.615,273.5137,273.615,0.28298,77.4275727
1666623600,2022-10-24 15:00:00,BNB/USD,272.9774,273.1436,272.7765,273.1436,0.234492,64.0499890512
1666620000,2022-10-24 14:00:00,BNB/USD,272.581,272.581,272.4647,272.4647,0.384329,104.71608568629999
1666612800,2022-10-24 12:00:00,BNB/USD,273.053,273.053,273.053,273.053,0.544277,148.616467681
1666598400,2022-10-24 08:00:00,BNB/USD,272.7071,272.7071,272.2349,272.2349,0.320345,87.20908904049999
1666594800,2022-10-24 07:00:00,BNB/USD,272.6497,275.6208,272.6497,275.6208,0.221681,61.09989456479999
1666591200,2022-10-24 06:00:00,BNB/USD,273.7444,273.7444,273.3105,273.3105,0.716687,195.8780823135
1666587600,2022-10-24 05:00:00,BNB/USD,274.5598,274.5598,273.4182,273.4182,0.248699,67.9988329218
1666580400,2022-10-24 03:00:00,BNB/USD,273.8255,273.8255,273.8255,273.8255,0.242015,66.2698783825
1666569600,2022-10-24 00:00:00,BNB/USD,273.6894,275.6172,273.6894,275.6172,0.652197,179.75671098840002
1666566000,2022-10-23 23:00:00,BNB/USD,276.134,276.134,276.134,276.134,0.338422,93.449820548
1666548000,2022-10-23 18:00:00,BNB/USD,273.7126,274.2103,273.7126,274.2103,0.757446,207.6994948938
1666540800,2022-10-23 16:00:00,BNB/USD,270.5845,270.5845,270.4644,270.4644,0.89,240.71331600000002
1666537200,2022-10-23 15:00:00,BNB/USD,270.2066,271.2793,270.2066,271.2793,0.213541,57.9292530013
1666522800,2022-10-23 11:00:00,BNB/USD,269.3281,269.3281,269.3164,269.3164,0.7,188.52147999999997
1666515600,2022-10-23 09:00:00,BNB/USD,269.8105,269.8105,269.8105,269.8105,0.180706,48.756376213
1666504800,2022-10-23 06:00:00,BNB/USD,270.106,270.106,270.106,270.106,0.038077,10.284826162
1666501200,2022-10-23 05:00:00,BNB/USD,270.2863,270.2863,270.2863,270.2863,0.086426,23.3597637638
