unix,date,symbol,open,high,low,close,Volume DOGE,Volume USD
1.70925E+12,3/1/2024 0:00,DOGE/USD,0.1179,0.14606,0.11722,0.14008,13279114.63,1860138.377
1.70916E+12,2/29/2024 0:00,DOGE/USD,0.11612,0.13689,0.1115,0.1179,22506535.94,2653520.587
1.70908E+12,2/28/2024 0:00,DOGE/USD,0.09754,0.1234,0.09442,0.11612,22435311.72,2605188.397
1.70899E+12,2/27/2024 0:00,DOGE/USD,0.08994,0.10071,0.0885,0.09754,18167520.74,1772059.973
1.70891E+12,2/26/2024 0:00,DOGE/USD,0.08611,0.09002,0.08425,0.08994,10010699.88,900362.3469
1.70882E+12,2/25/2024 0:00,DOGE/USD,0.08609,0.08676,0.0854,0.08611,732413.2927,63068.10864
1.70873E+12,2/24/2024 0:00,DOGE/USD,0.0844,0.08633,0.08389,0.08609,1120081.629,96427.8274
1.70865E+12,2/23/2024 0:00,DOGE/USD,0.08406,0.08548,0.08289,0.0844,1856040.139,156649.7878
1.70856E+12,2/22/2024 0:00,DOGE/USD,0.0846,0.0854,0.08313,0.08406,2033133.593,170905.2098
1.70847E+12,2/21/2024 0:00,DOGE/USD,0.08607,0.08621,0.0821,0.0846,6122353.435,517951.1006
1.70839E+12,2/20/2024 0:00,DOGE/USD,0.08928,0.09149,0.08296,0.08607,2354125.958,202619.6212
1.7083E+12,2/19/2024 0:00,DOGE/USD,0.08505,0.09084,0.08505,0.08928,2965056.021,264720.2016
1.70821E+12,2/18/2024 0:00,DOGE/USD,0.08359,0.08575,0.08295,0.08505,751920.675,63950.85341
1.70813E+12,2/17/2024 0:00,DOGE/USD,0.08609,0.08609,0.0821,0.08359,1601860.452,133899.5152
1.70804E+12,2/16/2024 0:00,DOGE/USD,0.08551,0.08799,0.0841,0.08609,2530279.458,217831.7585
1.70796E+12,2/15/2024 0:00,DOGE/USD,0.08555,0.08835,0.08399,0.08551,3802222.733,325128.0659
1.70787E+12,2/14/2024 0:00,DOGE/USD,0.08109,0.08694,0.08054,0.08555,8525094.147,729321.8043
1.70778E+12,2/13/2024 0:00,DOGE/USD,0.08235,0.08297,0.0798,0.08109,1648587.714,133683.9778
1.7077E+12,2/12/2024 0:00,DOGE/USD,0.08116,0.08281,0.0795,0.08235,1297362.138,106837.772
1.70761E+12,2/11/2024 0:00,DOGE/USD,0.08137,0.08364,0.08083,0.08116,1399102.546,113551.1626
1.70752E+12,2/10/2024 0:00,DOGE/USD,0.08162,0.08213,0.08045,0.08137,661670.9571,53840.16578
1.70744E+12,2/9/2024 0:00,DOGE/USD,0.07985,0.08217,0.07985,0.08162,994506.3401,81171.60748
1.70735E+12,2/8/2024 0:00,DOGE/USD,0.08004,0.08088,0.07965,0.07985,1060320.456,84666.5884
1.70726E+12,2/7/2024 0:00,DOGE/USD,0.0785,0.08029,0.0781,0.08004,813027.2815,65074.70361
1.70718E+12,2/6/2024 0:00,DOGE/USD,0.0782,0.0792,0.07775,0.0785,608134.5793,47738.56448
1.70709E+12,2/5/2024 0:00,DOGE/USD,0.07824,0.08013,0.07739,0.0782,1035614.214,80985.03153
1.707E+12,2/4/2024 0:00,DOGE/USD,0.07872,0.07987,0.07801,0.07824,438899.9639,34339.53318
1.70692E+12,2/3/2024 0:00,DOGE/USD,0.07919,0.07941,0.07853,0.07872,651809.3236,51310.42996
1.70683E+12,2/2/2024 0:00,DOGE/USD,0.0793,0.08,0.07862,0.07919,654727.1057,51847.8395
1.70675E+12,2/1/2024 0:00,DOGE/USD,0.07875,0.07983,0.07733,0.0793,577399.3228,45787.7663
1.70666E+12,1/31/2024 0:00,DOGE/USD,0.07975,0.08017,0.07796,0.07875,1272109.354,100178.6117
1.70657E+12,1/30/2024 0:00,DOGE/USD,0.08134,0.08225,0.07945,0.07975,890728.1284,71035.56824
1.70649E+12,1/29/2024 0:00,DOGE/USD,0.07874,0.08297,0.07832,0.08134,2479747.257,201702.6419
1.7064E+12,1/28/2024 0:00,DOGE/USD,0.08014,0.08136,0.07822,0.07874,802068.3515,63154.862
1.70631E+12,1/27/2024 0:00,DOGE/USD,0.07972,0.08068,0.07903,0.08014,426776.5858,34201.87559
1.70623E+12,1/26/2024 0:00,DOGE/USD,0.07809,0.08027,0.0776,0.07972,774712.0465,61760.04434
1.70614E+12,1/25/2024 0:00,DOGE/USD,0.07904,0.07915,0.07713,0.07809,859611.8135,67127.08652
1.70605E+12,1/24/2024 0:00,DOGE/USD,0.07818,0.08058,0.0776,0.07904,1657649.509,131020.6172
1.70597E+12,1/23/2024 0:00,DOGE/USD,0.08023,0.08177,0.076,0.07818,2601225.937,203363.8437
1.70588E+12,1/22/2024 0:00,DOGE/USD,0.08517,0.08542,0.0801,0.08023,2649238.635,212548.4157
1.7058E+12,1/21/2024 0:00,DOGE/USD,0.08773,0.09147,0.08476,0.08517,5305974.859,451909.8787
1.70571E+12,1/20/2024 0:00,DOGE/USD,0.07859,0.09059,0.07815,0.08773,2909803.91,255277.0971
1.70562E+12,1/19/2024 0:00,DOGE/USD,0.0779,0.07872,0.075,0.07859,3543273.8,278465.8879
1.70554E+12,1/18/2024 0:00,DOGE/USD,0.08044,0.08063,0.07697,0.0779,2263049.929,176291.5895
1.70545E+12,1/17/2024 0:00,DOGE/USD,0.08124,0.08151,0.07941,0.08044,940066.3576,75618.9378
1.70536E+12,1/16/2024 0:00,DOGE/USD,0.08105,0.08231,0.07987,0.08124,989660.4863,80400.01791
1.70528E+12,1/15/2024 0:00,DOGE/USD,0.07996,0.08162,0.07993,0.08105,478426.8821,38776.49879
1.70519E+12,1/14/2024 0:00,DOGE/USD,0.08086,0.0838,0.07968,0.07996,2070253.955,165537.5062
1.7051E+12,1/13/2024 0:00,DOGE/USD,0.07998,0.0813,0.07866,0.08086,1663851.911,134539.0655
1.70502E+12,1/12/2024 0:00,DOGE/USD,0.08458,0.08531,0.07796,0.07998,2262941.183,180990.0359
1.70493E+12,1/11/2024 0:00,DOGE/USD,0.083,0.0879,0.08215,0.08458,4912175.303,415471.7871
1.70484E+12,1/10/2024 0:00,DOGE/USD,0.07918,0.08487,0.07656,0.083,5334054.185,442726.4974
1.70476E+12,1/9/2024 0:00,DOGE/USD,0.08135,0.08379,0.07667,0.07918,5151456.28,407892.3083
1.70467E+12,1/8/2024 0:00,DOGE/USD,0.07832,0.08182,0.07435,0.08135,3987293.45,324366.3222
1.70459E+12,1/7/2024 0:00,DOGE/USD,0.08061,0.08144,0.07713,0.07832,1039272.096,81395.79054
1.7045E+12,1/6/2024 0:00,DOGE/USD,0.08271,0.08271,0.07848,0.08061,1759980.445,141872.0236
1.70441E+12,1/5/2024 0:00,DOGE/USD,0.08398,0.08484,0.08038,0.08271,1887247.125,156094.2097
1.70433E+12,1/4/2024 0:00,DOGE/USD,0.08201,0.0848,0.08122,0.08398,2518461.994,211500.4383
1.70424E+12,1/3/2024 0:00,DOGE/USD,0.09113,0.09205,0.07821,0.08201,5982081.131,490590.4736
1.70415E+12,1/2/2024 0:00,DOGE/USD,0.09207,0.09449,0.09047,0.09113,3190846.562,290781.8472
1.70407E+12,1/1/2024 0:00,DOGE/USD,0.08955,0.09211,0.08866,0.09207,1354867.128,124742.6165
1.70398E+12,12/31/2023 0:00,DOGE/USD,0.09002,0.0908,0.08825,0.08955,996505.2833,89237.04812
1.70389E+12,12/30/2023 0:00,DOGE/USD,0.09088,0.09135,0.08932,0.09002,742571.8402,66846.31706
1.70381E+12,12/29/2023 0:00,DOGE/USD,0.09171,0.09297,0.08866,0.09088,1733316.447,157523.7987
1.70372E+12,12/28/2023 0:00,DOGE/USD,0.09348,0.09494,0.09118,0.09171,2620531.927,240328.983
1.70364E+12,12/27/2023 0:00,DOGE/USD,0.09118,0.09396,0.0896,0.09348,2865914.515,267905.6888
1.70355E+12,12/26/2023 0:00,DOGE/USD,0.0944,0.0944,0.08703,0.09118,2221262.314,202534.6978
1.70346E+12,12/25/2023 0:00,DOGE/USD,0.09199,0.09512,0.09152,0.0944,2345867.786,221449.919
1.70338E+12,12/24/2023 0:00,DOGE/USD,0.09353,0.09523,0.09108,0.09199,1864645.229,171528.7146
1.70329E+12,12/23/2023 0:00,DOGE/USD,0.09519,0.09519,0.09223,0.09353,1366353.998,127795.0895
1.7032E+12,12/22/2023 0:00,DOGE/USD,0.095,0.09568,0.09203,0.09519,7830629.259,745397.5992
1.70312E+12,12/21/2023 0:00,DOGE/USD,0.09146,0.09802,0.09073,0.095,9292496.232,882787.142
1.70303E+12,12/20/2023 0:00,DOGE/USD,0.09022,0.09343,0.08945,0.09146,3245484.933,296832.052
1.70294E+12,12/19/2023 0:00,DOGE/USD,0.092,0.09348,0.08927,0.09022,2241430.702,202221.878
1.70286E+12,12/18/2023 0:00,DOGE/USD,0.09288,0.09368,0.08661,0.092,4163946.409,383083.0696
1.70277E+12,12/17/2023 0:00,DOGE/USD,0.09715,0.09772,0.09242,0.09288,1695927.866,157517.7802
1.70268E+12,12/16/2023 0:00,DOGE/USD,0.09302,0.09722,0.0918,0.09715,2076881.908,201769.0774
1.7026E+12,12/15/2023 0:00,DOGE/USD,0.09823,0.09881,0.09217,0.09302,2735473.385,254453.7343
1.70251E+12,12/14/2023 0:00,DOGE/USD,0.09646,0.09891,0.09376,0.09823,2815599.223,276576.3117
1.70243E+12,12/13/2023 0:00,DOGE/USD,0.09378,0.09764,0.08991,0.09646,11788057.45,1137076.022
1.70234E+12,12/12/2023 0:00,DOGE/USD,0.0943,0.09797,0.09132,0.09378,7385124.263,692576.9534
1.70225E+12,12/11/2023 0:00,DOGE/USD,0.10178,0.10718,0.0911,0.0943,13639946.3,1286246.936
1.70217E+12,12/10/2023 0:00,DOGE/USD,0.09845,0.10262,0.09672,0.10178,4587273.751,466892.7224
1.70208E+12,12/9/2023 0:00,DOGE/USD,0.10144,0.10474,0.0977,0.09845,8513879.205,838191.4077
1.70199E+12,12/8/2023 0:00,DOGE/USD,0.09609,0.10414,0.0956,0.10144,10242191.71,1038967.927
1.70191E+12,12/7/2023 0:00,DOGE/USD,0.09473,0.09824,0.093,0.09609,3706261.358,356134.6539
1.70182E+12,12/6/2023 0:00,DOGE/USD,0.09449,0.10618,0.09358,0.09473,12531571.4,1187115.759
1.70173E+12,12/5/2023 0:00,DOGE/USD,0.09187,0.09568,0.08762,0.09449,5193944.922,490775.8557
1.70165E+12,12/4/2023 0:00,DOGE/USD,0.08579,0.0925,0.08537,0.09187,6464740.558,593915.7151
1.70156E+12,12/3/2023 0:00,DOGE/USD,0.08618,0.0873,0.08373,0.08579,2783244.35,238774.5328
1.70148E+12,12/2/2023 0:00,DOGE/USD,0.08382,0.08683,0.08337,0.08618,3995976.343,344373.2412
1.70139E+12,12/1/2023 0:00,DOGE/USD,0.08338,0.08512,0.08233,0.08382,4219662.316,353692.0953
1.7013E+12,11/30/2023 0:00,DOGE/USD,0.08066,0.08436,0.08066,0.08338,2771272.585,231068.7082
1.70122E+12,11/29/2023 0:00,DOGE/USD,0.08103,0.08307,0.07968,0.08066,3519841.418,283910.4088
1.70113E+12,11/28/2023 0:00,DOGE/USD,0.07878,0.08116,0.07684,0.08103,1305683.001,105799.4936
1.70104E+12,11/27/2023 0:00,DOGE/USD,0.07859,0.08153,0.07684,0.07878,2575223.813,202876.132
1.70096E+12,11/26/2023 0:00,DOGE/USD,0.07902,0.07902,0.07581,0.07859,823007.4101,64680.15236
1.70087E+12,11/25/2023 0:00,DOGE/USD,0.07829,0.07927,0.07794,0.07902,1317771.119,104130.2738
1.70078E+12,11/24/2023 0:00,DOGE/USD,0.07625,0.07868,0.07625,0.07829,3863073.606,302440.0326
1.7007E+12,11/23/2023 0:00,DOGE/USD,0.07583,0.07637,0.07511,0.07625,1222853.916,93242.61107
1.70061E+12,11/22/2023 0:00,DOGE/USD,0.07175,0.07661,0.07175,0.07583,1549661.416,117510.8252
1.70052E+12,11/21/2023 0:00,DOGE/USD,0.07771,0.07847,0.07092,0.07175,3293181.072,236285.7419
1.70044E+12,11/20/2023 0:00,DOGE/USD,0.08056,0.08217,0.07703,0.07771,2274391.011,176742.9254
1.70035E+12,11/19/2023 0:00,DOGE/USD,0.08024,0.08063,0.0777,0.08056,8906905.639,717540.3183
1.70027E+12,11/18/2023 0:00,DOGE/USD,0.08637,0.08665,0.0794,0.08024,7075571.983,567743.8959
1.70018E+12,11/17/2023 0:00,DOGE/USD,0.07946,0.08742,0.07917,0.08637,8021914.678,692852.7707
1.70009E+12,11/16/2023 0:00,DOGE/USD,0.07635,0.08329,0.07601,0.07946,12230995.1,971874.8707
1.70001E+12,11/15/2023 0:00,DOGE/USD,0.07254,0.07653,0.07239,0.07635,3433815.062,262171.78
1.69992E+12,11/14/2023 0:00,DOGE/USD,0.0748,0.07556,0.06909,0.07254,3553079.567,257740.3918
1.69983E+12,11/13/2023 0:00,DOGE/USD,0.07764,0.07962,0.0735,0.0748,4202789.703,314368.6698
1.69975E+12,11/12/2023 0:00,DOGE/USD,0.07814,0.08029,0.07532,0.07764,3284435.878,255003.6016
1.69966E+12,11/11/2023 0:00,DOGE/USD,0.07558,0.08194,0.07464,0.07814,7077026.359,552998.8397
1.69957E+12,11/10/2023 0:00,DOGE/USD,0.07351,0.07779,0.07249,0.07558,6759327.056,510869.9389
1.69949E+12,11/9/2023 0:00,DOGE/USD,0.07541,0.07789,0.0677,0.07351,5364783.344,394365.2236
1.6994E+12,11/8/2023 0:00,DOGE/USD,0.07365,0.07713,0.07291,0.07541,1579578.969,119116.0501
1.69932E+12,11/7/2023 0:00,DOGE/USD,0.07645,0.07645,0.07183,0.07365,5421806.993,399316.0851
1.69923E+12,11/6/2023 0:00,DOGE/USD,0.07121,0.07667,0.07038,0.07645,8126033.704,621235.2767
1.69914E+12,11/5/2023 0:00,DOGE/USD,0.06909,0.07167,0.06895,0.07121,1853223.239,131968.0269
1.69906E+12,11/4/2023 0:00,DOGE/USD,0.06826,0.06934,0.06798,0.06909,840547.68,58073.43921
1.69897E+12,11/3/2023 0:00,DOGE/USD,0.0676,0.06826,0.06632,0.06826,1352038.529,92290.14998
1.69888E+12,11/2/2023 0:00,DOGE/USD,0.06892,0.07081,0.0667,0.0676,2061218.942,139338.4004
1.6988E+12,11/1/2023 0:00,DOGE/USD,0.0682,0.06967,0.0658,0.06892,2279694.062,157116.5148
1.69871E+12,10/31/2023 0:00,DOGE/USD,0.06966,0.0709,0.06593,0.0682,2826892.464,192794.0661
1.69862E+12,10/30/2023 0:00,DOGE/USD,0.0693,0.07038,0.06792,0.06966,1130507.664,78751.16389
1.69854E+12,10/29/2023 0:00,DOGE/USD,0.06901,0.07014,0.06726,0.0693,932878.2969,64648.46598
1.69845E+12,10/28/2023 0:00,DOGE/USD,0.06779,0.0697,0.06766,0.06901,974464.3576,67247.78532
1.69836E+12,10/27/2023 0:00,DOGE/USD,0.07181,0.07227,0.06743,0.06779,2315758.354,156985.2588
1.69828E+12,10/26/2023 0:00,DOGE/USD,0.06824,0.07513,0.06792,0.07181,4306496.676,309249.5263
1.69819E+12,10/25/2023 0:00,DOGE/USD,0.06652,0.06978,0.06469,0.06824,3876524.902,264534.0593
1.69811E+12,10/24/2023 0:00,DOGE/USD,0.06748,0.07,0.06433,0.06652,4983082.849,331474.6711
1.69802E+12,10/23/2023 0:00,DOGE/USD,0.06162,0.06786,0.06141,0.06748,3686624.804,248773.4418
1.69793E+12,10/22/2023 0:00,DOGE/USD,0.06116,0.06175,0.05991,0.06162,509481.5752,31394.25467
1.69785E+12,10/21/2023 0:00,DOGE/USD,0.05995,0.06143,0.0595,0.06116,567952.9156,34736.00032
1.69776E+12,10/20/2023 0:00,DOGE/USD,0.05889,0.06044,0.05866,0.05995,4525924.156,271329.1532
1.69767E+12,10/19/2023 0:00,DOGE/USD,0.05872,0.05889,0.05755,0.05889,915560.0533,53917.33154
1.69759E+12,10/18/2023 0:00,DOGE/USD,0.05905,0.05941,0.05828,0.05872,1211504.004,71139.51513
1.6975E+12,10/17/2023 0:00,DOGE/USD,0.06003,0.06013,0.05821,0.05905,748066.2012,44173.30918
1.69741E+12,10/16/2023 0:00,DOGE/USD,0.05926,0.06177,0.05926,0.06003,1863250.749,111850.9425
1.69733E+12,10/15/2023 0:00,DOGE/USD,0.05985,0.05985,0.05908,0.05926,176675.2797,10469.77708
1.69724E+12,10/14/2023 0:00,DOGE/USD,0.05837,0.05995,0.05837,0.05985,2821125.228,168844.3449
1.69716E+12,10/13/2023 0:00,DOGE/USD,0.05788,0.05882,0.05779,0.05837,722704.4302,42184.25759
1.69707E+12,10/12/2023 0:00,DOGE/USD,0.05843,0.05849,0.05736,0.05788,635621.1164,36789.75022
1.69698E+12,10/11/2023 0:00,DOGE/USD,0.05915,0.05947,0.05768,0.05843,811776.8341,47432.12042
1.6969E+12,10/10/2023 0:00,DOGE/USD,0.0587,0.05945,0.05846,0.05915,1396300.001,82591.14505
1.69681E+12,10/9/2023 0:00,DOGE/USD,0.06092,0.061,0.05678,0.0587,2040134.278,119755.8821
1.69672E+12,10/8/2023 0:00,DOGE/USD,0.06149,0.06163,0.06077,0.06092,1340582.798,81668.30408
1.69664E+12,10/7/2023 0:00,DOGE/USD,0.06138,0.06168,0.06112,0.06149,292581.9449,17990.86379
1.69655E+12,10/6/2023 0:00,DOGE/USD,0.06098,0.06153,0.06075,0.06138,291496.5199,17892.05639
1.69646E+12,10/5/2023 0:00,DOGE/USD,0.06133,0.0616,0.06072,0.06098,710971.9473,43355.06935
1.69638E+12,10/4/2023 0:00,DOGE/USD,0.06134,0.06153,0.06017,0.06133,882633.0375,54131.88419
1.69629E+12,10/3/2023 0:00,DOGE/USD,0.0621,0.06226,0.06107,0.06134,656656.9032,40279.33444
1.6962E+12,10/2/2023 0:00,DOGE/USD,0.06309,0.06413,0.06118,0.0621,2343818.701,145551.1413
1.69612E+12,10/1/2023 0:00,DOGE/USD,0.06209,0.0635,0.06173,0.06309,1470049.44,92745.41919
1.69603E+12,9/30/2023 0:00,DOGE/USD,0.06217,0.06268,0.06171,0.06209,1427885.906,88657.43592
1.69595E+12,9/29/2023 0:00,DOGE/USD,0.06143,0.06246,0.06131,0.06217,1298982.393,80757.73534
1.69586E+12,9/28/2023 0:00,DOGE/USD,0.06054,0.06197,0.06042,0.06143,674151.0795,41413.10082
1.69577E+12,9/27/2023 0:00,DOGE/USD,0.06037,0.06133,0.06015,0.06054,806521.0406,48826.7838
1.69569E+12,9/26/2023 0:00,DOGE/USD,0.06088,0.0611,0.0594,0.06037,1207235.534,72880.8092
1.6956E+12,9/25/2023 0:00,DOGE/USD,0.06072,0.06122,0.06025,0.06088,884760.6893,53864.23077
1.69551E+12,9/24/2023 0:00,DOGE/USD,0.06153,0.06172,0.0605,0.06072,526875.195,31991.86184
1.69543E+12,9/23/2023 0:00,DOGE/USD,0.06154,0.06197,0.06123,0.06153,2611831.595,160705.9981
1.69534E+12,9/22/2023 0:00,DOGE/USD,0.06133,0.06187,0.06067,0.06154,498967.1445,30706.43807
1.69525E+12,9/21/2023 0:00,DOGE/USD,0.06266,0.06346,0.06107,0.06133,654808.8742,40159.42825
1.69517E+12,9/20/2023 0:00,DOGE/USD,0.06264,0.06301,0.06159,0.06266,904031.9363,56646.64113
1.69508E+12,9/19/2023 0:00,DOGE/USD,0.06197,0.06326,0.06195,0.06264,1832722.855,114801.7597
1.695E+12,9/18/2023 0:00,DOGE/USD,0.06152,0.06318,0.0611,0.06197,1503385.999,93164.83035
1.69491E+12,9/17/2023 0:00,DOGE/USD,0.06203,0.0625,0.06101,0.06152,445568.3575,27411.36535
1.69482E+12,9/16/2023 0:00,DOGE/USD,0.06253,0.06294,0.06185,0.06203,437094.6726,27112.98254
1.69474E+12,9/15/2023 0:00,DOGE/USD,0.06205,0.06291,0.06141,0.06253,1870411.544,116956.8339
1.69465E+12,9/14/2023 0:00,DOGE/USD,0.06122,0.0625,0.06115,0.06205,1478213.322,91723.1366
1.69456E+12,9/13/2023 0:00,DOGE/USD,0.06096,0.06171,0.06056,0.06122,878176.1084,53761.94135
1.69448E+12,9/12/2023 0:00,DOGE/USD,0.06054,0.06234,0.06041,0.06096,1198738.763,73075.115
1.69439E+12,9/11/2023 0:00,DOGE/USD,0.06129,0.0619,0.0593,0.06054,1978128.499,119755.8993
1.6943E+12,9/10/2023 0:00,DOGE/USD,0.06331,0.06331,0.05948,0.06129,990947.9722,60735.20121
1.69422E+12,9/9/2023 0:00,DOGE/USD,0.06368,0.06385,0.06331,0.06331,961816.2399,60892.58615
1.69413E+12,9/8/2023 0:00,DOGE/USD,0.06349,0.06392,0.06245,0.06368,685861.7291,43675.67491
1.69404E+12,9/7/2023 0:00,DOGE/USD,0.06356,0.06377,0.06277,0.06349,291967.3625,18537.00784
1.69396E+12,9/6/2023 0:00,DOGE/USD,0.06396,0.06465,0.06253,0.06356,1328545.939,84442.37986
1.69387E+12,9/5/2023 0:00,DOGE/USD,0.06325,0.06428,0.06292,0.06396,1225290.053,78369.55181
1.69379E+12,9/4/2023 0:00,DOGE/USD,0.06309,0.06363,0.06213,0.06325,443149.9106,28029.23185
1.6937E+12,9/3/2023 0:00,DOGE/USD,0.06345,0.06375,0.0628,0.06309,1458454.892,92013.91911
1.69361E+12,9/2/2023 0:00,DOGE/USD,0.06386,0.06488,0.06269,0.06345,1412508.809,89623.68391
1.69353E+12,9/1/2023 0:00,DOGE/USD,0.0638,0.0642,0.06243,0.06386,2209587.554,141104.2612
1.69344E+12,8/31/2023 0:00,DOGE/USD,0.06591,0.06686,0.06285,0.0638,1404671.003,89618.01002
1.69335E+12,8/30/2023 0:00,DOGE/USD,0.06639,0.06648,0.0645,0.06591,2069910.523,136427.8026
1.69327E+12,8/29/2023 0:00,DOGE/USD,0.06341,0.0685,0.0624,0.06639,2605612.072,172986.5854
1.69318E+12,8/28/2023 0:00,DOGE/USD,0.0631,0.06355,0.06194,0.06341,734463.8559,46572.3531
1.69309E+12,8/27/2023 0:00,DOGE/USD,0.06281,0.06377,0.06274,0.0631,589788.3232,37215.6432
1.69301E+12,8/26/2023 0:00,DOGE/USD,0.06309,0.0633,0.06261,0.06281,672198.3339,42220.77735
1.69292E+12,8/25/2023 0:00,DOGE/USD,0.06303,0.06309,0.06179,0.06309,611362.8119,38570.8798
1.69284E+12,8/24/2023 0:00,DOGE/USD,0.06369,0.06398,0.06191,0.06303,859730.7277,54188.82776
1.69275E+12,8/23/2023 0:00,DOGE/USD,0.06256,0.06526,0.06241,0.06369,3853564.434,245433.5188
1.69266E+12,8/22/2023 0:00,DOGE/USD,0.06249,0.06324,0.06039,0.06256,2252662.063,140926.5386
1.69258E+12,8/21/2023 0:00,DOGE/USD,0.06382,0.06403,0.0605,0.06249,841360.2238,52576.60038
1.69249E+12,8/20/2023 0:00,DOGE/USD,0.06381,0.06461,0.06344,0.06382,384346.2718,24528.97906
1.6924E+12,8/19/2023 0:00,DOGE/USD,0.06322,0.06443,0.06311,0.06381,808127.4945,51566.61542
1.69232E+12,8/18/2023 0:00,DOGE/USD,0.06112,0.06385,0.06003,0.06322,5781436.618,365502.423
1.69223E+12,8/17/2023 0:00,DOGE/USD,0.06721,0.06831,0.05678,0.06112,8440129.28,515860.7016
1.69214E+12,8/16/2023 0:00,DOGE/USD,0.07076,0.0712,0.06613,0.06721,4332204.577,291167.4696
1.69206E+12,8/15/2023 0:00,DOGE/USD,0.07461,0.07487,0.06822,0.07076,2769997.62,196005.0316
1.69197E+12,8/14/2023 0:00,DOGE/USD,0.07477,0.07694,0.07368,0.07461,1676761.386,125103.167
1.69188E+12,8/13/2023 0:00,DOGE/USD,0.07667,0.07678,0.07424,0.07477,1751081.346,130928.3522
1.6918E+12,8/12/2023 0:00,DOGE/USD,0.07571,0.07732,0.07563,0.07667,1898604.171,145565.9818
1.69171E+12,8/11/2023 0:00,DOGE/USD,0.07577,0.07647,0.07484,0.07571,973867.3107,73731.4941
1.69163E+12,8/10/2023 0:00,DOGE/USD,0.07546,0.07685,0.07508,0.07577,1732729.187,131288.8905
1.69154E+12,8/9/2023 0:00,DOGE/USD,0.0749,0.07622,0.07424,0.07546,1234078.399,93123.55597
1.69145E+12,8/8/2023 0:00,DOGE/USD,0.07339,0.07546,0.07313,0.0749,4442717.678,332759.5541
1.69137E+12,8/7/2023 0:00,DOGE/USD,0.07422,0.07551,0.07154,0.07339,2237947.099,164242.9376
1.69128E+12,8/6/2023 0:00,DOGE/USD,0.07559,0.07633,0.07405,0.07422,1202538.499,89252.40739
1.69119E+12,8/5/2023 0:00,DOGE/USD,0.07349,0.07698,0.07283,0.07559,2400355.463,181442.8695
1.69111E+12,8/4/2023 0:00,DOGE/USD,0.07357,0.07493,0.07247,0.07349,1572125.934,115535.5349
1.69102E+12,8/3/2023 0:00,DOGE/USD,0.07418,0.07495,0.07258,0.07357,3734802.893,274769.4489
1.69093E+12,8/2/2023 0:00,DOGE/USD,0.07807,0.07826,0.07378,0.07418,2210466.498,163972.4048
1.69085E+12,8/1/2023 0:00,DOGE/USD,0.07773,0.07818,0.07536,0.07807,1496635.737,116842.352
1.69076E+12,7/31/2023 0:00,DOGE/USD,0.07803,0.07971,0.07679,0.07773,1511657.146,117501.1099
1.69068E+12,7/30/2023 0:00,DOGE/USD,0.08015,0.08049,0.07627,0.07803,2817597.952,219857.1682
1.69059E+12,7/29/2023 0:00,DOGE/USD,0.07726,0.08254,0.07691,0.08015,4083798.14,327316.4209
1.6905E+12,7/28/2023 0:00,DOGE/USD,0.07756,0.0779,0.07603,0.07726,2633150.301,203437.1923
1.69042E+12,7/27/2023 0:00,DOGE/USD,0.07797,0.07989,0.07661,0.07756,3972564.631,308112.1128
1.69033E+12,7/26/2023 0:00,DOGE/USD,0.08193,0.0823,0.07665,0.07797,5909519.478,460765.2337
1.69024E+12,7/25/2023 0:00,DOGE/USD,0.07427,0.08399,0.07368,0.08193,9829030.833,805292.4961
1.69016E+12,7/24/2023 0:00,DOGE/USD,0.07183,0.07785,0.07025,0.07427,11211123.71,832650.1582
1.69007E+12,7/23/2023 0:00,DOGE/USD,0.07049,0.07294,0.07014,0.07183,1573607.784,113032.2471
1.68998E+12,7/22/2023 0:00,DOGE/USD,0.07319,0.07327,0.06965,0.07049,2110514.829,148770.1903
1.6899E+12,7/21/2023 0:00,DOGE/USD,0.07059,0.07681,0.07039,0.07319,5076074.07,371517.8612
1.68981E+12,7/20/2023 0:00,DOGE/USD,0.07003,0.07379,0.06935,0.07059,3801589.864,268354.2285
1.68972E+12,7/19/2023 0:00,DOGE/USD,0.06864,0.07244,0.06833,0.07003,3832933.746,268420.3502
1.68964E+12,7/18/2023 0:00,DOGE/USD,0.06995,0.0703,0.06708,0.06864,3061382.598,210133.3015
1.68955E+12,7/17/2023 0:00,DOGE/USD,0.06959,0.07324,0.06789,0.06995,3908262.021,273382.9284
1.68947E+12,7/16/2023 0:00,DOGE/USD,0.07187,0.07223,0.069,0.06959,2106495.366,146591.0125
1.68938E+12,7/15/2023 0:00,DOGE/USD,0.06861,0.07512,0.06785,0.07187,5949319.147,427577.5671
1.68929E+12,7/14/2023 0:00,DOGE/USD,0.07037,0.07305,0.06628,0.06861,6871215.753,471434.1128
1.68921E+12,7/13/2023 0:00,DOGE/USD,0.06506,0.07164,0.06458,0.07037,11573989.65,814461.6516
1.68912E+12,7/12/2023 0:00,DOGE/USD,0.06525,0.06555,0.06373,0.06506,876692.1312,57037.59005
1.68903E+12,7/11/2023 0:00,DOGE/USD,0.06516,0.06544,0.06443,0.06525,411809.0734,26870.54204
1.68895E+12,7/10/2023 0:00,DOGE/USD,0.06532,0.06616,0.06343,0.06516,1402968.243,91417.4107
1.68886E+12,7/9/2023 0:00,DOGE/USD,0.06569,0.06626,0.06522,0.06532,510651.6156,33355.76353
