https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USD
1705363200,2024-01-16,USDT/USD,1.0002,1.0002,1.0002,1.0002,2336.018982,2336.4861857964
1705276800,2024-01-15,USDT/USD,1.0002,1.0002,1.0002,1.0002,9001.56202,9003.362332404
1705190400,2024-01-14,USDT/USD,1.0003,1.0003,1.0002,1.0002,5087.890839,5088.9084171678
1705104000,2024-01-13,USDT/USD,1.0003,1.0003,1.0003,1.0003,7993.155893,7995.5538397679
1705017600,2024-01-12,USDT/USD,1.0003,1.0006,1.0003,1.0003,13389.650304,13393.6671990912
1704931200,2024-01-11,USDT/USD,1.0005,1.0008,1.0003,1.0003,35822.982067,35833.728961620094
1704844800,2024-01-10,USDT/USD,1.0005,1.0005,1.0005,1.0005,7754.777442,7758.654830721
1704758400,2024-01-09,USDT/USD,1.0008,1.0008,1.0005,1.0005,8147.728755,8151.8026193774995
1704672000,2024-01-08,USDT/USD,1.0005,1.0008,1.0005,1.0008,8465.32605,8472.09831084
1704585600,2024-01-07,USDT/USD,1.0005,1.0005,1.0005,1.0005,2297.92505,2299.0740125249995
1704499200,2024-01-06,USDT/USD,1.0007,1.0008,1.0005,1.0005,18553.790594,18563.067489297
1704412800,2024-01-05,USDT/USD,1.0007,1.0007,1.0007,1.0007,9854.271891,9861.1698813237
1704326400,2024-01-04,USDT/USD,1.0007,1.0007,1.0007,1.0007,5420.25002,5424.044195014
1704240000,2024-01-03,USDT/USD,1.0002,1.0007,1.0,1.0004,129130.316683,129181.9688096732
1704153600,2024-01-02,USDT/USD,1.0002,1.0002,1.0002,1.0002,13889.666198,13892.444131239601
1704067200,2024-01-01,USDT/USD,0.9999,1.0002,0.9999,1.0002,10422.565114,10424.6496270228
1703980800,2023-12-31,USDT/USD,1.0001,1.0001,0.9999,0.9999,48862.279081,48857.3928530919
1703894400,2023-12-30,USDT/USD,1.0001,1.0001,1.0001,1.0001,1387.84519,1387.983974519
1703808000,2023-12-29,USDT/USD,1.0004,1.0004,1.0001,1.0004,5294.790799,5296.9087153196
1703721600,2023-12-28,USDT/USD,1.0004,1.0004,1.0001,1.0004,12320.15674,12325.084802696
1703635200,2023-12-27,USDT/USD,1.0001,1.0004,1.0001,1.0004,10216.254486,10220.3409877944
1703548800,2023-12-26,USDT/USD,1.0002,1.0004,1.0001,1.0001,26675.380345,26678.047883034502
1703462400,2023-12-25,USDT/USD,1.0002,1.0002,1.0002,1.0002,4205.266931,4206.1079843862
1703376000,2023-12-24,USDT/USD,1.0004,1.01,1.0004,1.01,25006.664993,25256.731642929997
1703289600,2023-12-23,USDT/USD,1.0003,1.0004,1.0003,1.0003,14217.929067,14222.194445720099
1703203200,2023-12-22,USDT/USD,1.0002,1.0003,1.0,1.0003,17494.263053,17499.5113319159
1703116800,2023-12-21,USDT/USD,0.9999,1.0002,0.9999,1.0002,480.947612,481.0438015224
1703030400,2023-12-20,USDT/USD,1.0,1.0002,0.9999,0.9999,12359.118808,12357.8828961192
1702944000,2023-12-19,USDT/USD,1.0,1.0,1.0,1.0,10993.344117,10993.344117
1702857600,2023-12-18,USDT/USD,1.0001,1.0001,1.0,1.0,11690.851795,11690.851795
1702771200,2023-12-17,USDT/USD,1.0002,1.0002,1.0001,1.0001,21914.426873,21916.6183156873
1702684800,2023-12-16,USDT/USD,1.0002,1.0002,1.0002,1.0002,5115.830844,5116.8540101687995
1702598400,2023-12-15,USDT/USD,1.0002,1.0005,1.0001,1.0002,9131.907976,9133.7343575952
1702512000,2023-12-14,USDT/USD,1.0002,1.0002,1.0002,1.0002,6304.429017,6305.6899028034
1702425600,2023-12-13,USDT/USD,1.0003,1.0003,1.0002,1.0002,10312.988897,10315.0514947794
1702339200,2023-12-12,USDT/USD,1.0003,1.0003,1.0003,1.0003,10719.57888,10722.794753663999
1702252800,2023-12-11,USDT/USD,1.0005,1.0012,1.0002,1.0003,127271.378252,127309.5596654756
1702166400,2023-12-10,USDT/USD,1.0002,1.0002,1.0002,1.0002,9255.340542,9257.191610108399
1702080000,2023-12-09,USDT/USD,1.0002,1.0005,1.0002,1.0002,1728.427512,1728.7731975023999
1701993600,2023-12-08,USDT/USD,1.0003,1.0006,1.0002,1.0002,9054.154487,9055.9653178974
1701907200,2023-12-07,USDT/USD,1.0003,1.0003,1.0003,1.0003,14836.662762,14841.113760828599
1701820800,2023-12-06,USDT/USD,1.0004,1.0004,1.0003,1.0003,14329.78234,14334.081274701999
1701734400,2023-12-05,USDT/USD,1.0005,1.0007,1.0004,1.0004,13371.482419,13376.831011967599
1701648000,2023-12-04,USDT/USD,1.0006,1.0006,1.0005,1.0005,30725.846493,30741.2094162465
1701561600,2023-12-03,USDT/USD,1.0006,1.0006,1.0006,1.0006,10084.748812,10090.7996612872
1701475200,2023-12-02,USDT/USD,1.0009,1.0009,1.0006,1.0006,22175.26793,22188.573090758
1701388800,2023-12-01,USDT/USD,1.0006,1.0009,1.0006,1.0009,16827.129449,16842.2738655041
1701302400,2023-11-30,USDT/USD,1.0006,1.0006,1.0006,1.0006,1436.040834,1436.9024585004
1701216000,2023-11-29,USDT/USD,1.0004,1.0014,1.0004,1.0006,58716.101932,58751.33159315919
